state,district,forecast_month,predicted_update_total,predicted_stress_level
Jammu & Kashmir,Udhampur,2026-01-01,5.5,Low
Jammu & Kashmir,Udhampur,2026-02-01,7.0,Low
Jammu & Kashmir,Udhampur,2026-03-01,8.5,Low
Jammu and Kashmir,Anantnag,2026-01-01,29771.0,High
Jammu and Kashmir,Anantnag,2026-02-01,37297.0,High
Jammu and Kashmir,Anantnag,2026-03-01,44823.0,High
Jammu and Kashmir,Badgam,2026-01-01,7822.0,Medium
Jammu and Kashmir,Badgam,2026-02-01,9614.0,High
Jammu and Kashmir,Badgam,2026-03-01,11406.0,High
Jammu and Kashmir,Bandipore,2026-01-01,9350.5,High
Jammu and Kashmir,Bandipore,2026-02-01,11446.0,High
Jammu and Kashmir,Bandipore,2026-03-01,13541.5,High
Jammu and Kashmir,Baramula,2026-01-01,26055.0,High
Jammu and Kashmir,Baramula,2026-02-01,32214.0,High
Jammu and Kashmir,Baramula,2026-03-01,38373.0,High
Jammu and Kashmir,Budgam,2026-01-01,7651.0,Medium
Jammu and Kashmir,Budgam,2026-02-01,9117.0,High
Jammu and Kashmir,Budgam,2026-03-01,10583.0,High
Jammu and Kashmir,Doda,2026-01-01,12151.5,High
Jammu and Kashmir,Doda,2026-02-01,14241.0,High
Jammu and Kashmir,Doda,2026-03-01,16330.5,High
Jammu and Kashmir,Ganderbal,2026-01-01,7484.0,Medium
Jammu and Kashmir,Ganderbal,2026-02-01,9483.0,High
Jammu and Kashmir,Ganderbal,2026-03-01,11482.0,High
Jammu and Kashmir,Jammu,2026-01-01,26345.0,High
Jammu and Kashmir,Jammu,2026-02-01,29275.0,High
Jammu and Kashmir,Jammu,2026-03-01,32205.0,High
Jammu and Kashmir,Kargil,2026-01-01,1745.0,Low
Jammu and Kashmir,Kargil,2026-02-01,2135.0,Medium
Jammu and Kashmir,Kargil,2026-03-01,2525.0,Medium
Jammu and Kashmir,Kathua,2026-01-01,13832.5,High
Jammu and Kashmir,Kathua,2026-02-01,16226.0,High
Jammu and Kashmir,Kathua,2026-03-01,18619.5,High
Jammu and Kashmir,Kishtwar,2026-01-01,5640.0,Medium
Jammu and Kashmir,Kishtwar,2026-02-01,6873.0,Medium
Jammu and Kashmir,Kishtwar,2026-03-01,8106.0,High
Jammu and Kashmir,Kulgam,2026-01-01,8198.0,High
Jammu and Kashmir,Kulgam,2026-02-01,10236.0,High
Jammu and Kashmir,Kulgam,2026-03-01,12274.0,High
Jammu and Kashmir,Kupwara,2026-01-01,16787.5,High
Jammu and Kashmir,Kupwara,2026-02-01,19784.0,High
Jammu and Kashmir,Kupwara,2026-03-01,22780.5,High
Jammu and Kashmir,Leh,2026-01-01,878.5,Low
Jammu and Kashmir,Leh,2026-02-01,956.0,Low
Jammu and Kashmir,Leh,2026-03-01,1033.5,Low
Jammu and Kashmir,Pulwama,2026-01-01,13608.5,High
Jammu and Kashmir,Pulwama,2026-02-01,16274.0,High
Jammu and Kashmir,Pulwama,2026-03-01,18939.5,High
Jammu and Kashmir,Punch,2026-01-01,14106.0,High
Jammu and Kashmir,Punch,2026-02-01,16341.0,High
Jammu and Kashmir,Punch,2026-03-01,18576.0,High
Jammu and Kashmir,Rajouri,2026-01-01,21639.5,High
Jammu and Kashmir,Rajouri,2026-02-01,26315.0,High
Jammu and Kashmir,Rajouri,2026-03-01,30990.5,High
Jammu and Kashmir,Ramban,2026-01-01,12204.0,High
Jammu and Kashmir,Ramban,2026-02-01,14897.0,High
Jammu and Kashmir,Ramban,2026-03-01,17590.0,High
Jammu and Kashmir,Reasi,2026-01-01,6971.0,Medium
Jammu and Kashmir,Reasi,2026-02-01,8358.0,High
Jammu and Kashmir,Reasi,2026-03-01,9745.0,High
Jammu and Kashmir,Samba,2026-01-01,3677.5,Medium
Jammu and Kashmir,Samba,2026-02-01,4217.0,Medium
Jammu and Kashmir,Samba,2026-03-01,4756.5,Medium
Jammu and Kashmir,Shupiyan,2026-01-01,5369.0,Medium
Jammu and Kashmir,Shupiyan,2026-02-01,6352.0,Medium
Jammu and Kashmir,Shupiyan,2026-03-01,7335.0,Medium
Jammu and Kashmir,Srinagar,2026-01-01,37244.5,High
Jammu and Kashmir,Srinagar,2026-02-01,44738.0,High
Jammu and Kashmir,Srinagar,2026-03-01,52231.5,High
Jammu and Kashmir,Udhampur,2026-01-01,13051.5,High
Jammu and Kashmir,Udhampur,2026-02-01,15495.0,High
Jammu and Kashmir,Udhampur,2026-03-01,17938.5,High
Jharkhand,Bokaro,2026-01-01,34707.0,High
Jharkhand,Bokaro,2026-02-01,42225.0,High
Jharkhand,Bokaro,2026-03-01,49743.0,High
Jharkhand,Bokaro *,2026-01-01,1.5,Low
Jharkhand,Bokaro *,2026-02-01,2.0,Low
Jharkhand,Bokaro *,2026-03-01,2.5,Low
Jharkhand,Chatra,2026-01-01,26145.0,High
Jharkhand,Chatra,2026-02-01,32582.0,High
Jharkhand,Chatra,2026-03-01,39019.0,High
Jharkhand,Deoghar,2026-01-01,28094.5,High
Jharkhand,Deoghar,2026-02-01,34327.0,High
Jharkhand,Deoghar,2026-03-01,40559.5,High
Jharkhand,Dhanbad,2026-01-01,41235.5,High
Jharkhand,Dhanbad,2026-02-01,49911.0,High
Jharkhand,Dhanbad,2026-03-01,58586.5,High
Jharkhand,Dumka,2026-01-01,21927.5,High
Jharkhand,Dumka,2026-02-01,25815.0,High
Jharkhand,Dumka,2026-03-01,29702.5,High
Jharkhand,East Singhbhum,2026-01-01,35691.0,High
Jharkhand,East Singhbhum,2026-02-01,43237.0,High
Jharkhand,East Singhbhum,2026-03-01,50783.0,High
Jharkhand,Garhwa,2026-01-01,30426.0,High
Jharkhand,Garhwa,2026-02-01,37373.0,High
Jharkhand,Garhwa,2026-03-01,44320.0,High
Jharkhand,Garhwa *,2026-01-01,1971.5,Low
Jharkhand,Garhwa *,2026-02-01,2374.0,Medium
Jharkhand,Garhwa *,2026-03-01,2776.5,Medium
Jharkhand,Giridih,2026-01-01,44081.0,High
Jharkhand,Giridih,2026-02-01,54168.0,High
Jharkhand,Giridih,2026-03-01,64255.0,High
Jharkhand,Godda,2026-01-01,24515.5,High
Jharkhand,Godda,2026-02-01,28828.0,High
Jharkhand,Godda,2026-03-01,33140.5,High
Jharkhand,Gumla,2026-01-01,38355.0,High
Jharkhand,Gumla,2026-02-01,47506.0,High
Jharkhand,Gumla,2026-03-01,56657.0,High
Jharkhand,Hazaribag,2026-01-01,3954.5,Medium
Jharkhand,Hazaribag,2026-02-01,4835.0,Medium
Jharkhand,Hazaribag,2026-03-01,5715.5,Medium
Jharkhand,Hazaribagh,2026-01-01,31548.0,High
Jharkhand,Hazaribagh,2026-02-01,39084.0,High
Jharkhand,Hazaribagh,2026-03-01,46620.0,High
Jharkhand,Jamtara,2026-01-01,13016.0,High
Jharkhand,Jamtara,2026-02-01,15080.0,High
Jharkhand,Jamtara,2026-03-01,17144.0,High
Jharkhand,Khunti,2026-01-01,10505.5,High
Jharkhand,Khunti,2026-02-01,12209.0,High
Jharkhand,Khunti,2026-03-01,13912.5,High
Jharkhand,Kodarma,2026-01-01,2058.5,Medium
Jharkhand,Kodarma,2026-02-01,2503.0,Medium
Jharkhand,Kodarma,2026-03-01,2947.5,Medium
Jharkhand,Koderma,2026-01-01,12091.5,High
Jharkhand,Koderma,2026-02-01,14917.0,High
Jharkhand,Koderma,2026-03-01,17742.5,High
Jharkhand,Latehar,2026-01-01,19101.5,High
Jharkhand,Latehar,2026-02-01,23686.0,High
Jharkhand,Latehar,2026-03-01,28270.5,High
Jharkhand,Lohardaga,2026-01-01,11005.0,High
Jharkhand,Lohardaga,2026-02-01,13541.0,High
Jharkhand,Lohardaga,2026-03-01,16077.0,High
Jharkhand,Pakaur,2026-01-01,1008.5,Low
Jharkhand,Pakaur,2026-02-01,1192.0,Low
Jharkhand,Pakaur,2026-03-01,1375.5,Low
Jharkhand,Pakur,2026-01-01,8489.5,High
Jharkhand,Pakur,2026-02-01,9034.0,High
Jharkhand,Pakur,2026-03-01,9578.5,High
Jharkhand,Palamau,2026-01-01,1351.5,Low
Jharkhand,Palamau,2026-02-01,1603.0,Low
Jharkhand,Palamau,2026-03-01,1854.5,Low
Jharkhand,Palamu,2026-01-01,43289.5,High
Jharkhand,Palamu,2026-02-01,52831.0,High
Jharkhand,Palamu,2026-03-01,62372.5,High
Jharkhand,Pashchimi Singhbhum,2026-01-01,4672.0,Medium
Jharkhand,Pashchimi Singhbhum,2026-02-01,5514.0,Medium
Jharkhand,Pashchimi Singhbhum,2026-03-01,6356.0,Medium
Jharkhand,Purbi Singhbhum,2026-01-01,4754.5,Medium
Jharkhand,Purbi Singhbhum,2026-02-01,5794.0,Medium
Jharkhand,Purbi Singhbhum,2026-03-01,6833.5,Medium
Jharkhand,Ramgarh,2026-01-01,15587.0,High
Jharkhand,Ramgarh,2026-02-01,19099.0,High
Jharkhand,Ramgarh,2026-03-01,22611.0,High
Jharkhand,Ranchi,2026-01-01,48671.0,High
Jharkhand,Ranchi,2026-02-01,59181.0,High
Jharkhand,Ranchi,2026-03-01,69691.0,High
Jharkhand,Sahebganj,2026-01-01,21761.5,High
Jharkhand,Sahebganj,2026-02-01,24803.0,High
Jharkhand,Sahebganj,2026-03-01,27844.5,High
Jharkhand,Sahibganj,2026-01-01,1223.0,Low
Jharkhand,Sahibganj,2026-02-01,1476.0,Low
Jharkhand,Sahibganj,2026-03-01,1729.0,Low
Jharkhand,Seraikela-Kharsawan,2026-01-01,17481.5,High
Jharkhand,Seraikela-Kharsawan,2026-02-01,20856.0,High
Jharkhand,Seraikela-Kharsawan,2026-03-01,24230.5,High
Jharkhand,Seraikela-kharsawan,2026-01-01,4837.0,Medium
Jharkhand,Seraikela-kharsawan,2026-02-01,5925.0,Medium
Jharkhand,Seraikela-kharsawan,2026-03-01,7013.0,Medium
Jharkhand,Simdega,2026-01-01,15007.5,High
Jharkhand,Simdega,2026-02-01,18078.0,High
Jharkhand,Simdega,2026-03-01,21148.5,High
Jharkhand,West Singhbhum,2026-01-01,33381.5,High
Jharkhand,West Singhbhum,2026-02-01,39631.0,High
Jharkhand,West Singhbhum,2026-03-01,45880.5,High
Karnataka,Bagalkot,2026-01-01,24665.0,High
Karnataka,Bagalkot,2026-02-01,28762.0,High
Karnataka,Bagalkot,2026-03-01,32859.0,High
Karnataka,Bagalkot *,2026-01-01,863.0,Low
Karnataka,Bagalkot *,2026-02-01,1005.0,Low
Karnataka,Bagalkot *,2026-03-01,1147.0,Low
Karnataka,Ballari,2026-01-01,12919.5,High
Karnataka,Ballari,2026-02-01,15746.0,High
Karnataka,Ballari,2026-03-01,18572.5,High
Karnataka,Bangalore,2026-01-01,49758.5,High
Karnataka,Bangalore,2026-02-01,58100.0,High
Karnataka,Bangalore,2026-03-01,66441.5,High
Karnataka,Bangalore Rural,2026-01-01,17961.0,High
Karnataka,Bangalore Rural,2026-02-01,21664.0,High
Karnataka,Bangalore Rural,2026-03-01,25367.0,High
Karnataka,Belagavi,2026-01-01,34509.5,High
Karnataka,Belagavi,2026-02-01,42294.0,High
Karnataka,Belagavi,2026-03-01,50078.5,High
Karnataka,Belgaum,2026-01-01,40368.5,High
Karnataka,Belgaum,2026-02-01,47760.0,High
Karnataka,Belgaum,2026-03-01,55151.5,High
Karnataka,Bellary,2026-01-01,19888.5,High
Karnataka,Bellary,2026-02-01,22868.0,High
Karnataka,Bellary,2026-03-01,25847.5,High
Karnataka,Bengaluru,2026-01-01,123218.0,High
Karnataka,Bengaluru,2026-02-01,149291.0,High
Karnataka,Bengaluru,2026-03-01,175364.0,High
Karnataka,Bengaluru Rural,2026-01-01,33.0,Low
Karnataka,Bengaluru Rural,2026-02-01,39.0,Low
Karnataka,Bengaluru Rural,2026-03-01,45.0,Low
Karnataka,Bengaluru South,2026-01-01,1941.0,Low
Karnataka,Bengaluru South,2026-02-01,2366.0,Medium
Karnataka,Bengaluru South,2026-03-01,2791.0,Medium
Karnataka,Bengaluru Urban,2025-08-01,0.0,Low
Karnataka,Bengaluru Urban,2025-09-01,0.0,Low
Karnataka,Bengaluru Urban,2025-10-01,0.0,Low
Karnataka,Bidar,2026-01-01,28260.5,High
Karnataka,Bidar,2026-02-01,33401.0,High
Karnataka,Bidar,2026-03-01,38541.5,High
Karnataka,Bijapur,2026-01-01,21032.5,High
Karnataka,Bijapur,2026-02-01,25286.0,High
Karnataka,Bijapur,2026-03-01,29539.5,High
Karnataka,Bijapur(KAR),2026-01-01,3.5,Low
Karnataka,Bijapur(KAR),2026-02-01,4.0,Low
Karnataka,Bijapur(KAR),2026-03-01,4.5,Low
Karnataka,Chamarajanagar,2026-01-01,1128.0,Low
Karnataka,Chamarajanagar,2026-02-01,1347.0,Low
Karnataka,Chamarajanagar,2026-03-01,1566.0,Low
Karnataka,Chamarajanagar *,2026-01-01,47.5,Low
Karnataka,Chamarajanagar *,2026-02-01,57.0,Low
Karnataka,Chamarajanagar *,2026-03-01,66.5,Low
Karnataka,Chamrajanagar,2026-01-01,11982.0,High
Karnataka,Chamrajanagar,2026-02-01,14510.0,High
Karnataka,Chamrajanagar,2026-03-01,17038.0,High
Karnataka,Chamrajnagar,2026-01-01,1726.0,Low
Karnataka,Chamrajnagar,2026-02-01,2080.0,Medium
Karnataka,Chamrajnagar,2026-03-01,2434.0,Medium
Karnataka,Chickmagalur,2026-01-01,7276.0,Medium
Karnataka,Chickmagalur,2026-02-01,8455.0,High
Karnataka,Chickmagalur,2026-03-01,9634.0,High
Karnataka,Chikkaballapur,2026-01-01,18521.5,High
Karnataka,Chikkaballapur,2026-02-01,22509.0,High
Karnataka,Chikkaballapur,2026-03-01,26496.5,High
Karnataka,Chikkamagaluru,2026-01-01,6059.5,Medium
Karnataka,Chikkamagaluru,2026-02-01,7301.0,Medium
Karnataka,Chikkamagaluru,2026-03-01,8542.5,High
Karnataka,Chikmagalur,2026-01-01,568.5,Low
Karnataka,Chikmagalur,2026-02-01,660.0,Low
Karnataka,Chikmagalur,2026-03-01,751.5,Low
Karnataka,Chitradurga,2026-01-01,26224.0,High
Karnataka,Chitradurga,2026-02-01,31695.0,High
Karnataka,Chitradurga,2026-03-01,37166.0,High
Karnataka,Dakshina Kannada,2026-01-01,29926.5,High
Karnataka,Dakshina Kannada,2026-02-01,35073.0,High
Karnataka,Dakshina Kannada,2026-03-01,40219.5,High
Karnataka,Davanagere,2026-01-01,2283.0,Medium
Karnataka,Davanagere,2026-02-01,2555.0,Medium
Karnataka,Davanagere,2026-03-01,2827.0,Medium
Karnataka,Davangere,2026-01-01,20761.5,High
Karnataka,Davangere,2026-02-01,24153.0,High
Karnataka,Davangere,2026-03-01,27544.5,High
Karnataka,Dharwad,2026-01-01,25947.0,High
Karnataka,Dharwad,2026-02-01,30848.0,High
Karnataka,Dharwad,2026-03-01,35749.0,High
Karnataka,Gadag,2026-01-01,13911.5,High
Karnataka,Gadag,2026-02-01,16279.0,High
Karnataka,Gadag,2026-03-01,18646.5,High
Karnataka,Gadag *,2026-01-01,534.5,Low
Karnataka,Gadag *,2026-02-01,603.0,Low
Karnataka,Gadag *,2026-03-01,671.5,Low
Karnataka,Gulbarga,2026-01-01,25048.5,High
Karnataka,Gulbarga,2026-02-01,29989.0,High
Karnataka,Gulbarga,2026-03-01,34929.5,High
Karnataka,Hasan,2026-01-01,5800.5,Medium
Karnataka,Hasan,2026-02-01,6764.0,Medium
Karnataka,Hasan,2026-03-01,7727.5,Medium
Karnataka,Hassan,2026-01-01,17732.5,High
Karnataka,Hassan,2026-02-01,21274.0,High
Karnataka,Hassan,2026-03-01,24815.5,High
Karnataka,Haveri,2026-01-01,20452.0,High
Karnataka,Haveri,2026-02-01,24241.0,High
Karnataka,Haveri,2026-03-01,28030.0,High
Karnataka,Haveri *,2026-01-01,748.5,Low
Karnataka,Haveri *,2026-02-01,898.0,Low
Karnataka,Haveri *,2026-03-01,1047.5,Low
Karnataka,Kalaburagi,2026-01-01,23054.0,High
Karnataka,Kalaburagi,2026-02-01,27655.0,High
Karnataka,Kalaburagi,2026-03-01,32256.0,High
Karnataka,Kodagu,2026-01-01,6010.5,Medium
Karnataka,Kodagu,2026-02-01,6888.0,Medium
Karnataka,Kodagu,2026-03-01,7765.5,Medium
Karnataka,Kolar,2026-01-01,24188.5,High
Karnataka,Kolar,2026-02-01,29308.0,High
Karnataka,Kolar,2026-03-01,34427.5,High
Karnataka,Koppal,2026-01-01,20554.0,High
Karnataka,Koppal,2026-02-01,24628.0,High
Karnataka,Koppal,2026-03-01,28702.0,High
Karnataka,Mandya,2026-01-01,22162.0,High
Karnataka,Mandya,2026-02-01,26051.0,High
Karnataka,Mandya,2026-03-01,29940.0,High
Karnataka,Mysore,2026-01-01,17338.0,High
Karnataka,Mysore,2026-02-01,20080.0,High
Karnataka,Mysore,2026-03-01,22822.0,High
Karnataka,Mysuru,2026-01-01,20379.5,High
Karnataka,Mysuru,2026-02-01,24701.0,High
Karnataka,Mysuru,2026-03-01,29022.5,High
Karnataka,Raichur,2026-01-01,34711.5,High
Karnataka,Raichur,2026-02-01,40350.0,High
Karnataka,Raichur,2026-03-01,45988.5,High
Karnataka,Ramanagar,2026-01-01,15497.5,High
Karnataka,Ramanagar,2026-02-01,18486.0,High
Karnataka,Ramanagar,2026-03-01,21474.5,High
Karnataka,Shimoga,2026-01-01,9842.0,High
Karnataka,Shimoga,2026-02-01,11577.0,High
Karnataka,Shimoga,2026-03-01,13312.0,High
Karnataka,Shivamogga,2026-01-01,11939.0,High
Karnataka,Shivamogga,2026-02-01,14296.0,High
Karnataka,Shivamogga,2026-03-01,16653.0,High
Karnataka,Tumakuru,2026-01-01,16963.0,High
Karnataka,Tumakuru,2026-02-01,20441.0,High
Karnataka,Tumakuru,2026-03-01,23919.0,High
Karnataka,Tumkur,2026-01-01,21738.5,High
Karnataka,Tumkur,2026-02-01,25557.0,High
Karnataka,Tumkur,2026-03-01,29375.5,High
Karnataka,Udupi,2026-01-01,13738.0,High
Karnataka,Udupi,2026-02-01,15851.0,High
Karnataka,Udupi,2026-03-01,17964.0,High
Karnataka,Udupi *,2026-01-01,2.0,Low
Karnataka,Udupi *,2026-02-01,2.0,Low
Karnataka,Udupi *,2026-03-01,2.0,Low
Karnataka,Uttara Kannada,2026-01-01,17499.0,High
Karnataka,Uttara Kannada,2026-02-01,20728.0,High
Karnataka,Uttara Kannada,2026-03-01,23957.0,High
Karnataka,Vijayanagara,2026-01-01,6036.5,Medium
Karnataka,Vijayanagara,2026-02-01,7235.0,Medium
Karnataka,Vijayanagara,2026-03-01,8433.5,High
Karnataka,Vijayapura,2026-01-01,20605.5,High
Karnataka,Vijayapura,2026-02-01,25090.0,High
Karnataka,Vijayapura,2026-03-01,29574.5,High
Karnataka,Yadgir,2026-01-01,19063.5,High
Karnataka,Yadgir,2026-02-01,22406.0,High
Karnataka,Yadgir,2026-03-01,25748.5,High
Karnataka,yadgir,2026-01-01,2133.5,Medium
Karnataka,yadgir,2026-02-01,2531.0,Medium
Karnataka,yadgir,2026-03-01,2928.5,Medium
Kerala,Alappuzha,2026-01-01,30809.0,High
Kerala,Alappuzha,2026-02-01,36340.0,High
Kerala,Alappuzha,2026-03-01,41871.0,High
Kerala,Ernakulam,2026-01-01,50363.0,High
Kerala,Ernakulam,2026-02-01,59594.0,High
Kerala,Ernakulam,2026-03-01,68825.0,High
Kerala,Idukki,2026-01-01,15311.5,High
Kerala,Idukki,2026-02-01,18094.0,High
Kerala,Idukki,2026-03-01,20876.5,High
Kerala,Kannur,2026-01-01,41437.0,High
Kerala,Kannur,2026-02-01,48972.0,High
Kerala,Kannur,2026-03-01,56507.0,High
Kerala,Kasaragod,2026-01-01,23288.5,High
Kerala,Kasaragod,2026-02-01,27974.0,High
Kerala,Kasaragod,2026-03-01,32659.5,High
Kerala,Kasargod,2026-01-01,1564.0,Low
Kerala,Kasargod,2026-02-01,1839.0,Low
Kerala,Kasargod,2026-03-01,2114.0,Medium
Kerala,Kollam,2026-01-01,41897.5,High
Kerala,Kollam,2026-02-01,49536.0,High
Kerala,Kollam,2026-03-01,57174.5,High
Kerala,Kottayam,2026-01-01,26337.5,High
Kerala,Kottayam,2026-02-01,30891.0,High
Kerala,Kottayam,2026-03-01,35444.5,High
Kerala,Kozhikode,2026-01-01,68530.0,High
Kerala,Kozhikode,2026-02-01,83031.0,High
Kerala,Kozhikode,2026-03-01,97532.0,High
Kerala,Malappuram,2026-01-01,110240.5,High
Kerala,Malappuram,2026-02-01,134138.0,High
Kerala,Malappuram,2026-03-01,158035.5,High
Kerala,Palakkad,2026-01-01,44063.5,High
Kerala,Palakkad,2026-02-01,51755.0,High
Kerala,Palakkad,2026-03-01,59446.5,High
Kerala,Pathanamthitta,2026-01-01,17603.5,High
Kerala,Pathanamthitta,2026-02-01,20519.0,High
Kerala,Pathanamthitta,2026-03-01,23434.5,High
Kerala,Thiruvananthapuram,2026-01-01,47264.5,High
Kerala,Thiruvananthapuram,2026-02-01,55502.0,High
Kerala,Thiruvananthapuram,2026-03-01,63739.5,High
Kerala,Thrissur,2026-01-01,40668.0,High
Kerala,Thrissur,2026-02-01,46232.0,High
Kerala,Thrissur,2026-03-01,51796.0,High
Kerala,Wayanad,2026-01-01,10335.5,High
Kerala,Wayanad,2026-02-01,11859.0,High
Kerala,Wayanad,2026-03-01,13382.5,High
Ladakh,Kargil,2026-01-01,1497.5,Low
Ladakh,Kargil,2026-02-01,1849.0,Low
Ladakh,Kargil,2026-03-01,2200.5,Medium
Ladakh,Leh,2026-01-01,1822.5,Low
Ladakh,Leh,2026-02-01,2283.0,Medium
Ladakh,Leh,2026-03-01,2743.5,Medium
Lakshadweep,Lakshadweep,2026-01-01,1134.5,Low
Lakshadweep,Lakshadweep,2026-02-01,1240.0,Low
Lakshadweep,Lakshadweep,2026-03-01,1345.5,Low
Madhya Pradesh,Agar Malwa,2026-01-01,7751.5,Medium
Madhya Pradesh,Agar Malwa,2026-02-01,9915.0,High
Madhya Pradesh,Agar Malwa,2026-03-01,12078.5,High
Madhya Pradesh,Alirajpur,2026-01-01,15677.0,High
Madhya Pradesh,Alirajpur,2026-02-01,19428.0,High
Madhya Pradesh,Alirajpur,2026-03-01,23179.0,High
Madhya Pradesh,Anuppur,2026-01-01,18122.5,High
Madhya Pradesh,Anuppur,2026-02-01,22751.0,High
Madhya Pradesh,Anuppur,2026-03-01,27379.5,High
Madhya Pradesh,Ashok Nagar,2026-01-01,17760.0,High
Madhya Pradesh,Ashok Nagar,2026-02-01,21978.0,High
Madhya Pradesh,Ashok Nagar,2026-03-01,26196.0,High
Madhya Pradesh,Balaghat,2026-01-01,49854.5,High
Madhya Pradesh,Balaghat,2026-02-01,63079.0,High
Madhya Pradesh,Balaghat,2026-03-01,76303.5,High
Madhya Pradesh,Barwani,2026-01-01,26430.5,High
Madhya Pradesh,Barwani,2026-02-01,31244.0,High
Madhya Pradesh,Barwani,2026-03-01,36057.5,High
Madhya Pradesh,Betul,2026-01-01,40187.0,High
Madhya Pradesh,Betul,2026-02-01,49939.0,High
Madhya Pradesh,Betul,2026-03-01,59691.0,High
Madhya Pradesh,Bhind,2026-01-01,32922.0,High
Madhya Pradesh,Bhind,2026-02-01,41220.0,High
Madhya Pradesh,Bhind,2026-03-01,49518.0,High
Madhya Pradesh,Bhopal,2026-01-01,55681.5,High
Madhya Pradesh,Bhopal,2026-02-01,68229.0,High
Madhya Pradesh,Bhopal,2026-03-01,80776.5,High
Madhya Pradesh,Burhanpur,2026-01-01,15545.0,High
Madhya Pradesh,Burhanpur,2026-02-01,19150.0,High
Madhya Pradesh,Burhanpur,2026-03-01,22755.0,High
Madhya Pradesh,Chhatarpur,2026-01-01,46180.0,High
Madhya Pradesh,Chhatarpur,2026-02-01,57689.0,High
Madhya Pradesh,Chhatarpur,2026-03-01,69198.0,High
Madhya Pradesh,Chhindwara,2026-01-01,51241.5,High
Madhya Pradesh,Chhindwara,2026-02-01,64500.0,High
Madhya Pradesh,Chhindwara,2026-03-01,77758.5,High
Madhya Pradesh,Damoh,2026-01-01,26669.0,High
Madhya Pradesh,Damoh,2026-02-01,32709.0,High
Madhya Pradesh,Damoh,2026-03-01,38749.0,High
Madhya Pradesh,Datia,2026-01-01,19366.5,High
Madhya Pradesh,Datia,2026-02-01,24377.0,High
Madhya Pradesh,Datia,2026-03-01,29387.5,High
Madhya Pradesh,Dewas,2026-01-01,33982.0,High
Madhya Pradesh,Dewas,2026-02-01,42259.0,High
Madhya Pradesh,Dewas,2026-03-01,50536.0,High
Madhya Pradesh,Dhar,2026-01-01,37469.0,High
Madhya Pradesh,Dhar,2026-02-01,46216.0,High
Madhya Pradesh,Dhar,2026-03-01,54963.0,High
Madhya Pradesh,Dindori,2026-01-01,15612.0,High
Madhya Pradesh,Dindori,2026-02-01,19344.0,High
Madhya Pradesh,Dindori,2026-03-01,23076.0,High
Madhya Pradesh,East Nimar,2026-01-01,10935.5,High
Madhya Pradesh,East Nimar,2026-02-01,13494.0,High
Madhya Pradesh,East Nimar,2026-03-01,16052.5,High
Madhya Pradesh,Guna,2026-01-01,26889.0,High
Madhya Pradesh,Guna,2026-02-01,33364.0,High
Madhya Pradesh,Guna,2026-03-01,39839.0,High
Madhya Pradesh,Gwalior,2026-01-01,45328.0,High
Madhya Pradesh,Gwalior,2026-02-01,56817.0,High
Madhya Pradesh,Gwalior,2026-03-01,68306.0,High
Madhya Pradesh,Harda,2026-01-01,6993.5,Medium
Madhya Pradesh,Harda,2026-02-01,8512.0,High
Madhya Pradesh,Harda,2026-03-01,10030.5,High
Madhya Pradesh,Harda *,2026-01-01,2275.0,Medium
Madhya Pradesh,Harda *,2026-02-01,2764.0,Medium
Madhya Pradesh,Harda *,2026-03-01,3253.0,Medium
Madhya Pradesh,Hoshangabad,2026-01-01,20264.5,High
Madhya Pradesh,Hoshangabad,2026-02-01,25068.0,High
Madhya Pradesh,Hoshangabad,2026-03-01,29871.5,High
Madhya Pradesh,Indore,2026-01-01,91773.0,High
Madhya Pradesh,Indore,2026-02-01,115242.0,High
Madhya Pradesh,Indore,2026-03-01,138711.0,High
Madhya Pradesh,Jabalpur,2026-01-01,55094.5,High
Madhya Pradesh,Jabalpur,2026-02-01,67919.0,High
Madhya Pradesh,Jabalpur,2026-03-01,80743.5,High
Madhya Pradesh,Jhabua,2026-01-01,22706.0,High
Madhya Pradesh,Jhabua,2026-02-01,27455.0,High
Madhya Pradesh,Jhabua,2026-03-01,32204.0,High
Madhya Pradesh,Katni,2026-01-01,46940.5,High
Madhya Pradesh,Katni,2026-02-01,59059.0,High
Madhya Pradesh,Katni,2026-03-01,71177.5,High
Madhya Pradesh,Khandwa,2026-01-01,12703.5,High
Madhya Pradesh,Khandwa,2026-02-01,15316.0,High
Madhya Pradesh,Khandwa,2026-03-01,17928.5,High
Madhya Pradesh,Khargone,2026-01-01,34446.0,High
Madhya Pradesh,Khargone,2026-02-01,42444.0,High
Madhya Pradesh,Khargone,2026-03-01,50442.0,High
Madhya Pradesh,Maihar,2026-01-01,2275.5,Medium
Madhya Pradesh,Maihar,2026-02-01,2811.0,Medium
Madhya Pradesh,Maihar,2026-03-01,3346.5,Medium
Madhya Pradesh,Mandla,2026-01-01,18515.0,High
Madhya Pradesh,Mandla,2026-02-01,22499.0,High
Madhya Pradesh,Mandla,2026-03-01,26483.0,High
Madhya Pradesh,Mandsaur,2026-01-01,23415.5,High
Madhya Pradesh,Mandsaur,2026-02-01,28669.0,High
Madhya Pradesh,Mandsaur,2026-03-01,33922.5,High
Madhya Pradesh,Mauganj,2026-01-01,1682.0,Low
Madhya Pradesh,Mauganj,2026-02-01,2002.0,Medium
Madhya Pradesh,Mauganj,2026-03-01,2322.0,Medium
