state,district,month,enrol_total,demo_total,bio_total,update_total,update_pressure,growth_rate,rolling_updates,privacy_flag,confidence_score,service_stress_score,stress_level,enrol_norm,update_norm,pressure_norm,growth_norm,aadhaar_maturity_index,maturity_category
Odisha,Balangir,2025-03,0.0,12172.0,14711.0,26883.0,0.0,0.0,26883.0,Suppressed,0.5,0.0,Low,0.0,0.12493842078356648,0.0,0.05616605616605617,0.04309813185167556,Underserved
Odisha,Balangir,2025-04,0.0,0.0,10807.0,10807.0,0.0,-0.5979987352602016,18845.0,Suppressed,0.5,-11269.2861659785,Low,0.0,0.05022540316958684,0.0,0.02257882561420113,0.017325503512296166,Underserved
Odisha,Balangir,2025-05,0.0,0.0,10615.0,10615.0,0.0,-0.017766262607569194,16101.666666666666,Suppressed,0.5,-286.0664384195433,Low,0.0,0.04933308546730492,0.0,0.05516819526257853,0.02031674516644933,Underserved
Odisha,Balangir,2025-06,0.0,0.0,10776.0,10776.0,0.0,0.015167216203485712,10732.666666666666,Suppressed,0.5,162.78467577327763,High,0.0,0.05008133104057257,0.0,0.057017938883223866,0.02072619320049416,Underserved
Odisha,Balangir,2025-07,0.0,2216.0,13196.0,15412.0,0.0,0.43021529324424646,12267.666666666666,Suppressed,0.5,5277.737812422667,High,0.0,0.07162708556025468,0.0,0.08032955248990883,0.02952108091706729,Underserved
Odisha,Balangir,2025-09,2517.0,6268.0,8856.0,15124.0,6.008740564163687,-0.01868673760705941,13770.666666666666,Safe,1.0,-257.32883467427945,Low,0.15191936262675035,0.07028860900683181,0.0019302089830272044,0.055116495812057714,0.0877520191305609,Underserved
Odisha,Balangir,2025-10,1430.0,5244.0,11121.0,16365.0,11.444055944055943,0.08205501190161324,15633.666666666666,Safe,1.0,1282.8207043991874,High,0.08631096088845967,0.07605614165543524,0.003676214566031463,0.060774762573228586,0.0641539460225436,Underserved
Odisha,Balangir,2025-11,1202.0,5630.0,9586.0,15216.0,12.658901830282861,-0.07021081576535293,15568.333333333334,Safe,1.0,-1093.0653834402697,Low,0.07254949299855142,0.07071617790584189,0.004066463806708276,0.05222259154431473,0.056270202486946266,Underserved
Odisha,Balangir,2025-12,1332.0,7502.0,10480.0,17982.0,13.5,0.18178233438485814,16521.0,Safe,1.0,3003.225946372241,High,0.08039594398841139,0.08357112980434075,0.00433665274654674,0.06637605296911292,0.06473465238288742,Underserved
Odisha,Baleshwar,2025-03,0.0,641.0,2755.0,3396.0,0.0,0.0,3396.0,Suppressed,0.5,0.0,Low,0.0,0.015782869359111402,0.0,0.05616605616605617,0.010351466424339038,Underserved
Odisha,Baleshwar,2025-04,0.0,0.0,2578.0,2578.0,0.0,-0.24087161366313314,2987.0,Suppressed,0.5,-719.4835100117787,Low,0.0,0.011981224148347819,0.0,0.042637247584244045,0.00785809200292875,Underserved
Odisha,Baleshwar,2025-05,0.0,0.0,2732.0,2732.0,0.0,0.05973622963537628,2902.0,Suppressed,0.5,173.35453840186196,High,0.0,0.012696937305386439,0.0,0.05952120459490514,0.009761201651106445,Underserved
Odisha,Baleshwar,2025-06,0.0,0.0,1660.0,1660.0,0.0,-0.3923865300146413,2323.3333333333335,Suppressed,0.5,-911.6447047340167,Low,0.0,0.007714830134312405,0.0,0.034127252282449935,0.005727174268538715,Underserved
Odisha,Baleshwar,2025-07,0.0,0.0,1869.0,1869.0,0.0,0.12590361445783138,2087.0,Suppressed,0.5,262.7608433734941,High,0.0,0.008686155133150533,0.0,0.0632375656472042,0.00892960310466558,Underserved
Odisha,Baleshwar,2025-09,416.0,2832.0,2869.0,5701.0,13.704326923076923,2.050294275013376,3076.6666666666665,Safe,1.0,6308.0720527911535,High,0.025108643167551906,0.026495329274527118,0.0044022894067063684,0.17132299957340086,0.036004813888060254,Underserved
Odisha,Baleshwar,2025-10,243.0,2043.0,3184.0,5227.0,21.51028806584362,-0.08314330819154536,4265.666666666667,Safe,1.0,-354.6616383090687,Low,0.014666827619507484,0.024292419947018636,0.006909825912574244,0.05149622444833811,0.019686044659257246,Underserved
Odisha,Baleshwar,2025-11,236.0,2389.0,2833.0,5222.0,22.127118644067796,-0.0009565716472164087,5383.333333333333,Safe,1.0,-5.149544034181667,Low,0.014244326412361178,0.024269182506855044,0.007107972580812014,0.05611232930919175,0.020011312764082564,Underserved
Odisha,Baleshwar,2025-12,138.0,2649.0,2898.0,5547.0,40.19565217391305,0.06223669092301809,5332.0,Safe,1.0,331.84603600153247,High,0.008329309512312892,0.0257796161174885,0.012912191511054626,0.05966164564402788,0.01961421150678542,Underserved
Odisha,Baleswar,2025-03,0.0,17244.0,16640.0,33884.0,0.0,0.0,33884.0,Suppressed,0.5,0.0,Low,0.0,0.15747548450062743,0.0,0.05616605616605617,0.05285925096679384,Underserved
Odisha,Baleswar,2025-04,0.0,0.0,12779.0,12779.0,0.0,-0.622860347066462,23331.5,Suppressed,0.5,-14532.266187581157,Low,0.0,0.059390249570107356,0.0,0.021182446929112024,0.01993531956394341,Underserved
Odisha,Baleswar,2025-05,0.0,0.0,13020.0,13020.0,0.0,0.018859065654589502,19894.333333333332,Suppressed,0.5,375.1885384876217,High,0.0,0.06051029418599247,0.0,0.05722529550685118,0.02387561780648286,Underserved
Odisha,Baleswar,2025-06,0.0,0.0,10583.0,10583.0,0.0,-0.18717357910906296,12127.333333333334,Suppressed,0.5,-2269.916385048643,Low,0.0,0.049184365850257934,0.0,0.04565325440901478,0.019320635195978857,Underserved
Odisha,Baleswar,2025-07,0.0,0.0,11196.0,11196.0,0.0,0.05792308419162806,11599.666666666666,Suppressed,0.5,671.8884689281549,High,0.0,0.05203327601431426,0.0,0.05941936736607435,0.021551919540901715,Underserved
Odisha,Baleswar,2025-09,3123.0,6599.0,11337.0,17936.0,5.7431956452129365,0.6020007145409074,13238.333333333334,Safe,1.0,7969.4861259973795,High,0.18849589570255915,0.08335734535483572,0.0018449070495383671,0.08997806211096672,0.10977234950847872,Underserved
Odisha,Baleswar,2025-10,1720.0,5452.0,16513.0,21965.0,12.770348837209303,0.22463202497769852,17032.333333333332,Safe,1.0,3826.00752676182,High,0.10381458232737807,0.1020820746386578,0.00410226432290694,0.06878275109764852,0.07984918329689482,Underserved
Odisha,Baleswar,2025-11,1531.0,6970.0,14314.0,21284.0,13.902024820378838,-0.0310038697928523,20395.0,Safe,1.0,-632.3239244252227,Low,0.09240704973442782,0.09891713528837663,0.004465796601470877,0.05442469107390573,0.07297358890796886,Underserved
Odisha,Baleswar,2025-12,1134.0,7987.0,14485.0,22472.0,19.81657848324515,0.055816575831610704,21907.0,Safe,1.0,1222.7737267430957,High,0.0684451955577016,0.104438351071246,0.00636574959307586,0.05930105309921135,0.06591283877299074,Underserved
Odisha,Balianta,2025-12,0.0,1.0,0.0,1.0,0.0,0.0,1.0,Suppressed,0.5,0.0,Low,0.0,4.647488032718316e-06,0.0,0.05616605616605617,0.005617999863015433,Underserved
Odisha,Bargarh,2025-03,0.0,8628.0,13573.0,22201.0,0.0,0.0,22201.0,Suppressed,0.5,0.0,Low,0.0,0.10317888181437933,0.0,0.05616605616605617,0.03657027016091942,Underserved
Odisha,Bargarh,2025-04,0.0,0.0,8009.0,8009.0,0.0,-0.6392504842124229,15105.0,Suppressed,0.5,-9655.878564028648,Low,0.0,0.03722173165404099,0.0,0.020261877565602618,0.013192707252772558,Underserved
Odisha,Bargarh,2025-05,0.0,0.0,8587.0,8587.0,0.0,0.07216881008865017,12932.333333333334,Suppressed,0.5,933.3111083364536,High,0.0,0.039907979736952176,0.0,0.06021949360693273,0.017994343281778926,Underserved
Odisha,Bargarh,2025-06,0.0,0.0,9023.0,9023.0,0.0,0.05077442645860031,8539.666666666666,Suppressed,0.5,433.5966771476271,High,0.0,0.041934284519217366,0.0,0.0590178554543292,0.01848207090119813,Underserved
Odisha,Bargarh,2025-07,0.0,0.0,10450.0,10450.0,0.0,0.1581513908899479,9353.333333333334,Suppressed,0.5,1479.2426761239794,High,0.0,0.0485662499419064,0.0,0.06504879606952088,0.021074754589524007,Underserved
Odisha,Bargarh,2025-09,2515.0,6554.0,8935.0,15489.0,6.158648111332008,0.48220095693779896,11654.0,Safe,1.0,5619.569952153109,High,0.15179864799613713,0.07198494213877399,0.001978364314594285,0.08324938219675061,0.09103555292268097,Underserved
Odisha,Bargarh,2025-10,1387.0,5875.0,12201.0,18076.0,13.032444124008652,0.1670217573762025,14671.666666666666,Safe,1.0,2450.4875503045178,High,0.08371559633027523,0.08400799367941628,0.004186458118859189,0.06554700957180136,0.06608062921688694,Underserved
Odisha,Bargarh,2025-11,1220.0,6566.0,10086.0,16652.0,13.649180327868853,-0.0787784908165523,16739.0,Safe,1.0,-1318.6731577782691,Low,0.0736359246740705,0.0773899707208254,0.004384574470886237,0.05174137902617655,0.05872241388267072,Underserved
Odisha,Bargarh,2025-12,1180.0,8136.0,10052.0,18188.0,15.413559322033898,0.0922411722315637,17638.666666666668,Safe,1.0,1627.0112899351416,High,0.07122163206180589,0.08452851233908074,0.0049513521754044,0.06134687902643703,0.06097216486417116,Underserved
Odisha,Baudh,2025-03,0.0,0.0,922.0,922.0,0.0,0.0,922.0,Suppressed,0.5,0.0,Low,0.0,0.004284983966166288,0.0,0.05616605616605617,0.0069021008064555035,Underserved
Odisha,Baudh,2025-04,0.0,0.0,716.0,716.0,0.0,-0.22342733188720176,819.0,Suppressed,0.5,-182.98698481561826,Low,0.0,0.0033276014314263143,0.0,0.043617024094247524,0.005359982838852646,Underserved
Odisha,Baudh,2025-05,0.0,0.0,456.0,456.0,0.0,-0.36312849162011174,698.0,Suppressed,0.5,-253.46368715083798,Low,0.0,0.002119254542919552,0.0,0.035770560910225714,0.004212832453898438,Underserved
Odisha,Baudh,2025-06,0.0,0.0,394.0,394.0,0.0,-0.13596491228070173,522.0,Suppressed,0.5,-70.9736842105263,Low,0.0,0.0018311102848910165,0.0,0.048529443266285374,0.005402277412095843,Underserved
Odisha,Baudh,2025-07,0.0,0.0,482.0,482.0,0.0,0.2233502538071066,444.0,Suppressed,0.5,99.16751269035534,High,0.0,0.0022400892317702282,0.0,0.06871075906608902,0.007543102676139971,Underserved
Odisha,Baudh,2025-09,81.0,266.0,539.0,805.0,9.938271604938272,0.6701244813278009,560.3333333333334,Safe,0.5,375.49308437067776,High,0.004888942539835828,0.0037412278663382444,0.0031925061371468914,0.09380430542256268,0.013096877145521452,Underserved
Odisha,Baudh,2025-10,47.0,282.0,595.0,877.0,18.659574468085108,0.08944099378881987,721.3333333333334,Safe,0.5,64.5167701863354,High,0.0028367938194109126,0.004075847004693963,0.005994081101215904,0.06118960404674691,0.009675248254090427,Underserved
Odisha,Baudh,2025-11,43.0,253.0,460.0,713.0,16.58139534883721,-0.18700114025085524,798.3333333333334,Safe,0.5,-149.28924363359943,Low,0.002595364558184452,0.003313658967328159,0.0053265002726749795,0.045662939619610085,0.007663837529968234,Underserved
Odisha,Baudh,2025-12,33.0,356.0,666.0,1022.0,30.96969696969697,0.43338008415147256,870.6666666666666,Safe,0.5,377.3295932678821,High,0.0019917914051183,0.004749732769438119,0.009948505290619008,0.08050730631375792,0.01226206808237835,Underserved
Odisha,Bhadrak,2025-03,0.0,14423.0,14213.0,28636.0,0.0,0.0,28636.0,Suppressed,0.5,0.0,Low,0.0,0.13308546730492168,0.0,0.05616605616605617,0.045542245808082124,Underserved
Odisha,Bhadrak,2025-04,0.0,0.0,11358.0,11358.0,0.0,-0.6033663919541836,19997.0,Suppressed,0.5,-12065.51773990781,Low,0.0,0.05278616907561463,0.0,0.022277345506846832,0.018063585273369074,Underserved
Odisha,Bhadrak,2025-05,0.0,0.0,9799.0,9799.0,0.0,-0.13726008100017606,16597.666666666668,Suppressed,0.5,-2278.197071080589,Low,0.0,0.04554073523260678,0.0,0.04845669874724286,0.01850789044450632,Underserved
Odisha,Bhadrak,2025-06,0.0,0.0,8461.0,8461.0,0.0,-0.13654454536177163,9872.666666666666,Suppressed,0.5,-1348.0587815083172,Low,0.0,0.03932239624482967,0.0,0.0484968875620983,0.01664640762965873,Underserved
Odisha,Bhadrak,2025-07,0.0,0.0,17477.0,17477.0,0.0,1.0655950833234842,11912.333333333334,Suppressed,0.5,12693.723830910452,High,0.0,0.081224148347818,0.0,0.11601632946627628,0.03596887745097303,Underserved
Odisha,Bhadrak,2025-09,2375.0,6543.0,11797.0,18340.0,7.722105263157895,0.04937918407049269,14759.333333333334,Safe,1.0,728.8038374244251,High,0.143348623853211,0.08523493052005392,0.0024805991850812385,0.05893949019199349,0.08929999755351618,Underserved
Odisha,Bhadrak,2025-10,1310.0,5019.0,10083.0,15102.0,11.528244274809161,-0.1765539803707743,16973.0,Safe,1.0,-2996.6507088331523,Low,0.07906808305166586,0.070186364270112,0.0037032586812750278,0.04624971538821048,0.058048765776776,Underserved
Odisha,Bhadrak,2025-11,1202.0,7272.0,10420.0,17692.0,14.718801996672212,0.17150046351476633,17044.666666666668,Safe,1.0,2923.1682337880206,High,0.07254949299855142,0.08222335827485244,0.004728172822573791,0.0657985608323312,0.061212295329624175,Underserved
Odisha,Bhadrak,2025-12,788.0,7702.0,10252.0,17954.0,22.784263959390863,0.014808953199186181,16916.0,Safe,1.0,250.50825231743343,High,0.04756156446161275,0.08344100013942464,0.007319069694632465,0.05699781666320215,0.05122052143171921,Underserved
Odisha,Bhadrak(R),2025-12,0.0,1.0,0.0,1.0,0.0,0.0,1.0,Suppressed,0.5,0.0,Low,0.0,4.647488032718316e-06,0.0,0.05616605616605617,0.005617999863015433,Underserved
Odisha,Boudh,2025-03,0.0,1992.0,3867.0,5859.0,0.0,0.0,5859.0,Suppressed,0.5,0.0,Low,0.0,0.027229632383696613,0.0,0.05616605616605617,0.0137854953317146,Underserved
Odisha,Boudh,2025-04,0.0,0.0,3115.0,3115.0,0.0,-0.4683393070489845,4487.0,Suppressed,0.5,-2101.4384707287936,Low,0.0,0.014476925221917554,0.0,0.02986128434157108,0.007329206000732374,Underserved
Odisha,Boudh,2025-05,0.0,0.0,2516.0,2516.0,0.0,-0.19229534510433388,3830.0,Suppressed,0.5,-736.4911717495987,Low,0.0,0.011693079890319282,0.0,0.045365585012454995,0.008044482468341285,Underserved
Odisha,Boudh,2025-06,0.0,0.0,2146.0,2146.0,0.0,-0.1470588235294118,2592.3333333333335,Suppressed,0.5,-381.2254901960785,Low,0.0,0.009973509318213506,0.0,0.04790634202398908,0.00778268699786296,Underserved
Odisha,Boudh,2025-07,0.0,0.0,2470.0,2470.0,0.0,0.15097856477166816,2377.3333333333335,Suppressed,0.5,358.92637465051246,High,0.0,0.01147929544081424,0.0,0.06464592671489224,0.009908381303733496,Underserved
Odisha,Boudh,2025-09,751.0,1881.0,3043.0,4924.0,6.55659121171771,0.9935222672064776,3180.0,Safe,1.0,3159.400809716599,High,0.045328343795267984,0.02288423107310499,0.002106196984168876,0.11196828362820266,0.036614674599692726,Underserved
Odisha,Boudh,2025-10,389.0,1837.0,4237.0,6074.0,15.61439588688946,0.2335499593826158,4489.333333333333,Safe,1.0,1048.4836176550232,High,0.023478995654273298,0.02822884231073105,0.005015867615447947,0.0692836363023203,0.025791788108250252,Underserved
Odisha,Boudh,2025-11,293.0,1682.0,2716.0,4398.0,15.01023890784983,-0.2759301942706618,5132.0,Safe,1.0,-1416.0737569970363,Low,0.017684693384838242,0.020439652367895154,0.004821792132299978,0.040668145376739386,0.018236946028437777,Underserved
Odisha,Boudh,2025-12,280.0,2036.0,3173.0,5209.0,18.603571428571428,0.18440200090950443,5227.0,Safe,1.0,963.8692587539797,High,0.016900048285852245,0.02420876516242971,0.005976091046762425,0.06652318930627253,0.02187018600304955,Underserved
Odisha,Cuttack,2025-03,0.0,19536.0,20453.0,39989.0,0.0,0.0,39989.0,Suppressed,0.5,0.0,Low,0.0,0.18584839894037272,0.0,0.05616605616605617,0.06137112529871743,Underserved
Odisha,Cuttack,2025-04,0.0,0.0,15534.0,15534.0,0.0,-0.6115431743729526,27761.5,Suppressed,0.5,-16977.355835354723,Low,0.0,0.07219407910024632,0.0,0.02181808788625663,0.023840032518699556,Underserved
Odisha,Cuttack,2025-05,0.0,0.0,17177.0,17177.0,0.0,0.10576799279000904,24233.333333333332,Suppressed,0.5,2563.1110252778853,High,0.0,0.07982990193800252,0.0,0.06210662718967084,0.03015963330036784,Underserved
Odisha,Cuttack,2025-06,0.0,0.0,14542.0,14542.0,0.0,-0.1534028060778948,15751.0,Suppressed,0.5,-2416.247598532921,Low,0.0,0.06758377097178975,0.0,0.047550025543854506,0.025030133845922377,Underserved
Odisha,Cuttack,2025-07,0.0,0.0,23880.0,23880.0,0.0,0.6421400082519599,18533.0,Suppressed,0.5,11900.780772933573,High,0.0,0.11098201422131339,0.0,0.09223252793600753,0.04251785705999477,Underserved
Odisha,Cuttack,2025-09,2392.0,8140.0,13490.0,21630.0,9.042642140468228,-0.09422110552763818,20017.333333333332,Safe,1.0,-1886.0552763819092,Low,0.14437469821342347,0.10052516614769717,0.002904799916629691,0.050874028260962934,0.09357579193910077,Underserved
Odisha,Cuttack,2025-10,1260.0,5227.0,12989.0,18216.0,14.457142857142857,-0.1578363384188627,21242.0,Safe,1.0,-3352.759500693481,Low,0.0760502172863351,0.08465864200399684,0.004644119131751641,0.04730101151737768,0.06147660449382119,Underserved
Odisha,Cuttack,2025-11,1254.0,6948.0,14221.0,21169.0,16.881180223285487,0.16211023276240666,20338.333333333332,Safe,1.0,3297.0519506660808,High,0.0756880733944954,0.09838267416461403,0.005422801228167519,0.06527114860448194,0.06740170671326406,Underserved
Odisha,Cuttack,2025-12,1282.0,9717.0,16433.0,26150.0,20.397815912636506,0.23529689640512075,21845.0,Safe,1.0,5140.060701969863,High,0.07737807822308064,0.12153181205558396,0.006552462548228882,0.06938175486524488,0.07565944290207771,Underserved
Odisha,Debagarh,2025-03,0.0,2260.0,2240.0,4500.0,0.0,0.0,4500.0,Suppressed,0.5,0.0,Low,0.0,0.020913696147232423,0.0,0.05616605616605617,0.011890714460775345,Underserved
Odisha,Debagarh,2025-04,0.0,0.0,1874.0,1874.0,0.0,-0.5835555555555556,3187.0,Suppressed,0.5,-1859.7915555555558,Low,0.0,0.008709392573314123,0.0,0.02339004205670872,0.004951821977665109,Underserved
Odisha,Debagarh,2025-05,0.0,0.0,2151.0,2151.0,0.0,0.14781216648879392,2841.6666666666665,Suppressed,0.5,420.03290643898936,High,0.0,0.009996746758377098,0.0,0.06446808261109221,0.009445832288622351,Underserved
Odisha,Debagarh,2025-06,0.0,0.0,2073.0,2073.0,0.0,-0.036262203626220346,2032.6666666666667,Suppressed,0.5,-73.70897257089723,Low,0.0,0.009634242691825069,0.0,0.05412935120048091,0.008303207927595611,Underserved
Odisha,Debagarh,2025-07,0.0,0.0,1632.0,1632.0,0.0,-0.2127351664254703,1952.0,Suppressed,0.5,-415.259044862518,Low,0.0,0.007584700469396292,0.0,0.0442175608601079,0.0066971662268296775,Underserved
Odisha,Debagarh,2025-09,400.0,1668.0,1680.0,3348.0,8.37,1.051470588235294,2351.0,Safe,1.0,2472.007352941176,High,0.024142926122646062,0.01555978993354092,0.0026887247028589785,0.1152230122818358,0.026385153597876077,Underserved
Odisha,Debagarh,2025-10,194.0,1207.0,2547.0,3754.0,19.350515463917525,0.12126642771804064,2911.3333333333335,Safe,1.0,353.046993229789,High,0.011709319169483342,0.017446670074824557,0.006216034521014303,0.06297711315632464,0.01745864691007603,Underserved
Odisha,Debagarh,2025-11,164.0,1266.0,2087.0,3353.0,20.445121951219512,-0.10681939264784235,3485.0,Safe,1.0,-372.2655833777306,Low,0.009898599710284886,0.015583027373704513,0.00656765883431401,0.05016643215897345,0.014964523078985457,Underserved
Odisha,Debagarh,2025-12,320.0,1686.0,2153.0,3839.0,11.996875,0.1449448255293766,3648.6666666666665,Safe,1.0,528.8553534148521,High,0.01931434089811685,0.017841706557605613,0.003853798586572438,0.06430703537771834,0.020279711581614745,Underserved
Odisha,Dhenkanal,2025-03,0.0,8941.0,14684.0,23625.0,0.0,0.0,23625.0,Suppressed,0.5,0.0,Low,0.0,0.10979690477297022,0.0,0.05616605616605617,0.03855567704849668,Underserved
Odisha,Dhenkanal,2025-04,0.0,0.0,10201.0,10201.0,0.0,-0.5682116402116402,16913.0,Suppressed,0.5,-9610.16347089947,Low,0.0,0.04740902542175954,0.0,0.024251849267722288,0.01664789255330009,Underserved
Odisha,Dhenkanal,2025-05,0.0,0.0,8991.0,8991.0,0.0,-0.11861582197823739,14272.333333333334,Suppressed,0.5,-1692.9245498807302,Low,0.0,0.04178556490217038,0.0,0.04950387324664357,0.01748605679531547,Underserved
Odisha,Dhenkanal,2025-06,0.0,0.0,7787.0,7787.0,0.0,-0.13391168946724508,8993.0,Suppressed,0.5,-1204.267823378935,Low,0.0,0.03618998931077753,0.0,0.048644764694147406,0.015721473262648,Underserved
Odisha,Dhenkanal,2025-07,0.0,0.0,10303.0,10303.0,0.0,0.3231026069089509,9027.0,Suppressed,0.5,2916.6472325670993,High,0.0,0.047883069201096806,0.0,0.07431345533310346,0.021796266293639385,Underserved
Odisha,Dhenkanal,2025-09,1493.0,5967.0,7800.0,13767.0,9.221031480241125,0.33621275356692215,10619.0,Safe,1.0,3570.2432301271465,High,0.09011347175277644,0.06398196774643305,0.0029621045551690094,0.07504980056664032,0.06333737999273832,Underserved
Odisha,Dhenkanal,2025-10,667.0,4453.0,9456.0,13909.0,20.853073463268366,0.010314520229534496,12659.666666666666,Safe,1.0,130.57838793249687,High,0.040258329309512314,0.06464191104707906,0.006698706541364718,0.05674538208859412,0.04251018455506099,Underserved
Odisha,Dhenkanal,2025-11,582.0,4883.0,8118.0,13001.0,22.33848797250859,-0.06528147242792437,13559.0,Safe,1.0,-885.1514846502265,Low,0.03512795750845002,0.060421991913370825,0.007175871497754126,0.05249945331906652,0.038862900208848736,Underserved
Odisha,Dhenkanal,2025-12,899.0,6050.0,8792.0,14842.0,16.509454949944384,0.14160449196215685,13917.333333333334,Safe,1.0,1970.7569161346578,High,0.05426122646064703,0.06897801738160525,0.005303390603901184,0.06411942201496852,0.04987051612101747,Underserved
Odisha,Gajapati,2025-03,0.0,8376.0,12840.0,21216.0,0.0,0.0,21216.0,Suppressed,0.5,0.0,Low,0.0,0.0986011061021518,0.0,0.05616605616605617,0.03519693744725115,Underserved
Odisha,Gajapati,2025-04,0.0,0.0,7463.0,7463.0,0.0,-0.6482371794871795,14339.5,Suppressed,0.5,-9295.39703525641,Low,0.0,0.03468420318817679,0.0,0.019757130334053408,0.012380973989858378,Underserved
Odisha,Gajapati,2025-05,0.0,0.0,7041.0,7041.0,0.0,-0.0565456250837465,11906.666666666666,Suppressed,0.5,-673.2699093304749,Low,0.0,0.032722963238369665,0.0,0.05299011141165771,0.01511590011267667,Underserved
Odisha,Gajapati,2025-06,0.0,0.0,6997.0,6997.0,0.0,-0.006249112341996876,7167.0,Suppressed,0.5,-44.78738815509161,Low,0.0,0.032518473764930056,0.0,0.05581506817126758,0.015337048946605775,Underserved
Odisha,Gajapati,2025-07,0.0,0.0,6138.0,6138.0,0.0,-0.12276690010004288,6725.333333333333,Suppressed,0.5,-825.6483254728216,Low,0.0,0.028526281544825022,0.0,0.049270723559704556,0.013484956819417962,Underserved
Odisha,Gajapati,2025-09,1127.0,3567.0,5658.0,9225.0,8.18544809228039,0.5029325513196481,7453.333333333333,Safe,1.0,3748.5239491691104,High,0.06802269435055529,0.042873077101826466,0.0026294404408224834,0.08441379409121344,0.0490382683680559,Underserved
Odisha,Gajapati,2025-10,460.0,3043.0,8701.0,11744.0,25.530434782608694,0.2730623306233062,9035.666666666666,Safe,1.0,2467.3001987353205,High,0.027764365041042974,0.054580099456243904,0.008201231860780178,0.07150289036467898,0.036270311261914295,Underserved
Odisha,Gajapati,2025-11,559.0,3625.0,7610.0,11235.0,20.098389982110913,-0.04334128065395093,10734.666666666666,Safe,1.0,-465.2542007266119,Low,0.03373973925639787,0.05221452804759028,0.006456276897562131,0.05373174736253756,0.03582468423260242,Underserved
Odisha,Gajapati,2025-12,331.0,3294.0,5199.0,8493.0,25.658610271903324,-0.24405874499332447,10490.666666666666,Safe,1.0,-2560.3389408099692,Low,0.01997827136648962,0.039471115861876654,0.008242406126534959,0.042458238986943925,0.025726948429160228,Underserved
Odisha,Ganjam,2025-03,0.0,35362.0,30091.0,65453.0,0.0,0.0,65453.0,Suppressed,0.5,0.0,Low,0.0,0.30419203420551194,0.0,0.05616605616605617,0.0968742158782592,Underserved
Odisha,Ganjam,2025-04,0.0,0.0,21297.0,21297.0,0.0,-0.6746214841183751,43375.0,Suppressed,0.5,-29261.70687363452,Low,0.0,0.09897755263280197,0.0,0.018275227998235347,0.031520788589664124,Underserved
Odisha,Ganjam,2025-05,0.0,0.0,24929.0,24929.0,0.0,0.1705404517068132,37226.333333333336,Suppressed,0.5,6348.595702055064,High,0.0,0.1158572291676349,0.0,0.06574464075520563,0.04133163282581103,Underserved
Odisha,Ganjam,2025-06,0.0,0.0,22823.0,22823.0,0.0,-0.08447992298126683,23016.333333333332,Suppressed,0.5,-1944.4180673111644,Low,0.0,0.10606961937073012,0.0,0.051421152066986234,0.03696300101791766,Underserved
Odisha,Ganjam,2025-07,0.0,0.0,21582.0,21582.0,0.0,-0.054374972615344186,23111.333333333332,Suppressed,0.5,-1256.6781171040911,Low,0.0,0.10030208672212669,0.0,0.05311202840011498,0.035401828856649505,Underserved
Odisha,Ganjam,2025-09,3241.0,13832.0,15200.0,29032.0,8.957729095958038,0.34519506996571225,24479.0,Safe,1.0,8450.03011769067,High,0.19561805890873973,0.13492587256587815,0.00287752299902282,0.07555430185399606,0.1268559201184635,Underserved
Odisha,Ganjam,2025-10,1920.0,11366.0,18691.0,30057.0,15.6546875,0.03530586938550573,26890.333333333332,Safe,1.0,949.3865963993775,High,0.1158860453887011,0.13968954779941442,0.005028810632830068,0.058149047608953924,0.09508194938276618,Underserved
Odisha,Ganjam,2025-11,2432.0,16745.0,22250.0,38995.0,16.034128289473685,0.29736833349968395,32694.666666666668,Safe,1.0,9722.358540994333,High,0.14678899082568808,0.18122879583585072,0.0051506997396317655,0.07286806268740594,0.12140118129769738,Underserved
Odisha,Ganjam,2025-12,1935.0,19891.0,28566.0,48457.0,25.04237726098191,0.2426464931401462,39169.666666666664,Safe,1.0,9504.382254135146,High,0.11679140511830033,0.22520332760143144,0.00804445141695532,0.06979455272826218,0.12286590588396684,Underserved
Odisha,JAJPUR,2025-03,0.0,7740.0,5702.0,13442.0,0.0,0.0,13442.0,Suppressed,0.5,0.0,Low,0.0,0.0624715341357996,0.0,0.05616605616605617,0.0243580658573455,Underserved
Odisha,JAJPUR,2025-04,0.0,0.0,4560.0,4560.0,0.0,-0.6607647671477459,9001.0,Suppressed,0.5,-5947.543669096861,Low,0.0,0.02119254542919552,0.0,0.01905350514188485,0.00826311414294714,Underserved
Odisha,JAJPUR,2025-05,0.0,0.0,4363.0,4363.0,0.0,-0.04320175438596496,7455.0,Suppressed,0.5,-322.0690789473688,Low,0.0,0.02027699028675001,0.0,0.0537395840027419,0.011457055486299193,Underserved
Odisha,JAJPUR,2025-06,0.0,0.0,3871.0,3871.0,0.0,-0.11276644510657807,4264.666666666667,Suppressed,0.5,-480.91129956452,Low,0.0,0.017990426174652602,0.0,0.04983240967655361,0.010380368820051143,Underserved
Odisha,JAJPUR,2025-07,0.0,0.0,6769.0,6769.0,0.0,0.7486437613019892,5001.0,Suppressed,0.5,3743.967450271248,High,0.0,0.03145884649347028,0.0,0.09821442371171124,0.01925909631921221,Underserved
Odisha,JAJPUR,2025-09,1042.0,2963.0,4410.0,7373.0,7.075815738963532,0.08923031466981834,6004.333333333333,Safe,1.0,535.7685527158126,High,0.062892322549493,0.03426592926523214,0.0022729893154396184,0.06117777103151605,0.042009082765606366,Underserved
